order_id,heure,type,prix_demande,prix_execute,slippage_pts,slippage_usd,latence_ms,qualite,condition,requote,partiel,lots,spread_pts
40df5a3d,2026-06-09T11:19:38,BUY,2000.0,2000.01,1.4,0.01,116,BON,NORMAL,False,False,0.01,9.0
b64f92f4,2026-06-09T11:19:38,BUY,2000.0,2000.01,1.4,0.01,82,BON,NORMAL,False,False,0.01,9.5
4fe426c7,2026-06-09T11:19:38,BUY,2000.0,2000.13,2.9,0.0,136,REQUOTÉ,NORMAL,True,False,0.0,9.5
10b1fa64,2026-06-09T11:19:38,BUY,2000.0,2000.02,1.7,0.02,99,BON,NORMAL,False,False,0.01,9.6
cf688735,2026-06-09T11:19:38,BUY,2000.0,2000.02,1.6,0.02,160,BON,NORMAL,False,False,0.01,9.7
3d1fced2,2026-06-09T11:19:38,BUY,2000.0,2000.01,1.2,0.01,175,BON,NORMAL,False,False,0.01,8.7
9e6f791f,2026-06-09T11:19:38,BUY,2000.0,2000.02,2.3,0.02,111,MOYEN,NORMAL,False,False,0.01,8.3
4eacf655,2026-06-09T11:19:38,BUY,2000.0,2000.03,2.9,0.03,154,MOYEN,NORMAL,False,False,0.01,9.1
a028a377,2026-06-09T11:19:38,BUY,2000.0,2000.03,3.2,0.03,100,MOYEN,NORMAL,False,False,0.01,9.6
5f5f72a9,2026-06-09T11:19:38,BUY,2000.0,2000.01,1.2,0.01,157,BON,NORMAL,False,False,0.01,8.5
637dc873,2026-06-09T11:19:38,BUY,2000.0,2000.03,2.7,0.03,133,MOYEN,NORMAL,False,False,0.01,9.5
2b5c2dbd,2026-06-09T11:19:38,BUY,2000.0,2000.02,1.7,0.02,108,BON,NORMAL,False,False,0.01,8.1
0104309f,2026-06-09T11:19:38,BUY,2000.0,2000.02,2.3,0.02,110,MOYEN,NORMAL,False,False,0.01,9.1
0ab45f41,2026-06-09T11:19:38,BUY,2000.0,2000.01,1.4,0.01,162,BON,NORMAL,False,False,0.01,8.7
22bd32ae,2026-06-09T11:19:38,BUY,2000.0,2000.01,1.4,0.01,108,BON,NORMAL,False,False,0.01,8.8
